Nom,Sexe,Âge,Département,Fonction,Service,Date d'embauche,Salaire de base,Prime,Statut,Salaire total
Augustin Maillet de la Vidal,Femme,37,Plateau,RH,Technique,6/11/2023,177351.48,3047.36,CDD,180398.84
Stéphanie-Brigitte Bernier,Homme,22,Donga,Commercial,Support,1/9/2022,360868.84,39401.12,CDI,400269.96
Grégoire Mathieu,Homme,28,Ouémé,Chargé de clientèle,Technique,12/20/2018,159157.51,24574.07,Consultant,183731.58000000002
Nathalie Leclercq,Homme,30,Alibori,Commercial,IT,10/8/2022,378621.87,111554.81,CDI,490176.68
Margaud Pascal-Colas,Femme,49,Collines,Comptable,Technique,5/10/2019,239480.13,40133.59,CDD,279613.72
Jules Vincent-Evrard,Homme,39,Mono,Commercial,IT,3/25/2021,309870.33,10217.78,Consultant,320088.11000000004
Jérôme Blanchard-Huet,Femme,23,Collines,Technicien,Finance,1/3/2020,256824.7,43133.27,CDI,299957.97000000003
Laurent Poulain-Antoine,Femme,22,Littoral,RH,Commercial,10/2/2022,108645.68,12219.19,CDI,120864.87
Frédéric Robin,Femme,22,Zou,Chargé de clientèle,Technique,1/12/2023,345902.84,78989.1,CDD,424891.94000000006
Édith Parent,Homme,60,Littoral,Comptable,Support,12/31/2021,410741.19,113922.06,Stage,524663.25
Victor Masson-Coulon,Homme,49,Atacora,Chargé de clientèle,Technique,12/28/2018,464437.57,120121.68,Consultant,584559.25
Danielle Jacques,Femme,48,Borgou,Technicien,IT,1/8/2021,266550.09,31183.83,Stage,297733.92000000004
François Boulanger,Femme,22,Plateau,Commercial,Technique,5/28/2019,404011.01,95226.61,CDI,499237.62
Thibault-Alain Lambert,Femme,40,Collines,Commercial,Finance,12/17/2020,492718.85,26185.53,CDD,518904.38
Grégoire Delannoy,Femme,46,Collines,RH,IT,1/18/2023,269562.08,32455.87,Consultant,302017.95
Pauline Mathieu-Regnier,Femme,58,Borgou,Commercial,IT,2/13/2016,360804.24,65646.77,Consultant,426451.01
Adèle Leconte,Femme,37,Donga,Chargé de clientèle,Commercial,4/20/2016,185670.85,38805.75,CDI,224476.6
Hélène Le Rivière,Femme,41,Ouémé,Chargé de clientèle,Technique,1/29/2021,479126.98,12681.04,Stage,491808.01999999996
Dorothée Thomas,Homme,45,Collines,Technicien,Technique,3/7/2017,155350.93,2550.99,Stage,157901.91999999998
Adrien Delannoy,Femme,28,Mono,Chargé de clientèle,Commercial,4/6/2016,228605.47,55658.19,Consultant,284263.66000000003
Auguste Colin,Homme,53,Borgou,RH,Finance,3/19/2017,154695.06,13397.48,CDI,168092.54
Margot Étienne,Homme,53,Ouémé,RH,RH,12/19/2017,199976.24,11653.25,CDI,211629.49
William Blanchet,Femme,40,Ouémé,Technicien,IT,12/14/2018,217431.15,11712.52,Consultant,229143.66999999998
Henriette Lemonnier,Femme,55,Collines,Commercial,Commercial,3/22/2020,433761,113792.14,Consultant,547553.14
Zacharie Millet de la Perrier,Homme,44,Mono,Comptable,Commercial,12/28/2020,106590.61,28184.97,Consultant,134775.58000000002
Pénélope Techer,Femme,46,Mono,Chargé de clientèle,Technique,3/26/2022,199123.96,58158.74,Stage,257282.69999999998
Victor Texier,Homme,24,Ouémé,Chargé de clientèle,RH,10/5/2019,418273.6,84947.12,CDI,503220.72
Aurélie Dufour,Homme,60,Atacora,RH,Commercial,2/8/2023,87753.99,25456.57,CDD,113210.56
Philippe Hernandez,Homme,26,Borgou,Comptable,IT,3/20/2022,494066.44,117628.83,CDD,611695.27
Renée de la Potier,Femme,31,Atacora,Commercial,IT,9/20/2020,85347.63,2448.3,CDD,87795.93000000001
Jules Bigot,Homme,25,Atlantique,Comptable,Commercial,7/22/2016,422780.36,30904.95,Stage,453685.31
Michel Caron,Femme,46,Mono,Chargé de clientèle,RH,1/14/2016,244447.51,10026.01,Consultant,254473.52000000002
Honoré Mercier,Homme,24,Alibori,Manager,Commercial,9/24/2017,361270.92,72471.3,Consultant,433742.22
Camille Maillard,Femme,44,Atacora,Commercial,Finance,2/23/2018,299767.98,24570.13,Consultant,324338.11
Lucas Gonzalez,Homme,52,Ouémé,Chargé de clientèle,Support,9/1/2019,115537.89,27699.89,Consultant,143237.78
Laurent Brunet-Berthelot,Homme,31,Plateau,Développeur,Finance,7/11/2016,356408.07,62741.86,CDI,419149.93
Laure Charles,Homme,24,Alibori,Développeur,Commercial,12/1/2020,255758.78,47908.14,Stage,303666.92
Marcel Cohen,Femme,45,Plateau,Chargé de clientèle,Technique,7/10/2021,130099.16,4091.06,CDI,134190.22
Alfred Da Costa,Homme,32,Ouémé,Manager,Finance,7/12/2019,120352.56,26847.2,Consultant,147199.76
Honoré du Cousin,Femme,38,Alibori,Comptable,RH,7/5/2021,103390.81,9949.07,CDD,113339.88
Éric Toussaint du Fernandez,Homme,45,Collines,Chargé de clientèle,Support,11/1/2017,250176.23,60072.05,CDI,310248.28
Mathilde Renaud,Femme,52,Alibori,Commercial,Finance,7/14/2022,356785.91,2215.24,CDI,359001.14999999997
Constance-Agathe Paris,Homme,35,Littoral,Comptable,Technique,11/4/2019,162416.77,39970.72,CDD,202387.49
Camille Barbier,Femme,50,Atacora,Comptable,Commercial,9/26/2019,279270.52,39373.7,Consultant,318644.22000000003
Daniel du Lefort,Femme,35,Mono,RH,Finance,11/12/2019,486073.38,100894.84,CDD,586968.22
Georges-Jules Roy,Homme,35,Plateau,Technicien,Commercial,6/8/2022,207661.41,34811.15,Stage,242472.56
Josette Perrin,Femme,59,Atacora,RH,Technique,11/2/2016,381467.55,62315.64,Stage,443783.19
Victor Chauvin,Femme,60,Alibori,Commercial,IT,5/2/2017,269436.37,46827.81,Consultant,316264.18
Guy Charpentier-Klein,Femme,45,Collines,RH,RH,6/24/2019,322081.39,76975.44,Consultant,399056.83
Lucas-Vincent Lemoine,Homme,34,Mono,Chargé de clientèle,Finance,1/9/2023,410298.89,18916.04,CDI,429214.93
Maggie Guillon,Femme,57,Zou,Commercial,Commercial,11/30/2022,496575.44,10952.89,Consultant,507528.33
Geneviève Guillet-Besson,Homme,44,Atlantique,RH,Finance,3/15/2017,298319.89,41966.36,CDD,340286.25
Théodore Marin-Lagarde,Homme,24,Atlantique,Commercial,Technique,8/14/2020,136834.89,22746.41,Stage,159581.30000000002
Noël de la Maillard,Homme,53,Ouémé,Comptable,IT,9/7/2016,173988.91,46711.14,CDI,220700.05
Antoine Rodriguez,Homme,29,Atacora,Manager,Support,11/17/2018,448845,124018.3,CDI,572863.3
Thomas Devaux-Pereira,Homme,28,Plateau,Chargé de clientèle,Finance,10/4/2023,370316.35,57577.63,CDD,427893.98
Zoé Marchal-Valette,Femme,39,Alibori,RH,IT,5/1/2020,489964.63,47847.96,CDD,537812.59
Arthur Le Parent,Femme,28,Littoral,Chargé de clientèle,IT,3/20/2020,405424.87,21975.77,Stage,427400.64
Luc Colas,Femme,55,Borgou,Chargé de clientèle,RH,8/20/2016,203495.65,6292.33,CDD,209787.97999999998
Élisabeth Mercier-Maury,Homme,48,Littoral,Manager,RH,12/19/2015,417054.12,123086.83,CDI,540140.95
Gabrielle Verdier de De Sousa,Homme,41,Borgou,Technicien,Technique,2/17/2020,446835.95,130649.32,CDI,577485.27
Dominique Colin,Femme,49,Alibori,Comptable,Technique,7/30/2018,423896.05,34395.29,Consultant,458291.33999999997
Thomas Ledoux,Homme,38,Mono,Commercial,Commercial,11/28/2022,110048.26,4646.82,Consultant,114695.07999999999
Christiane Dias,Femme,34,Atlantique,RH,Finance,1/27/2024,405499.25,16153.96,Stage,421653.21
Thierry-Richard Coulon,Femme,48,Borgou,Comptable,IT,3/9/2017,86945.55,20015.48,CDD,106961.03
Denise Bernier,Femme,47,Plateau,Développeur,Support,10/29/2021,247956.9,27409.39,Consultant,275366.29
Josette-Dorothée Guillou,Homme,40,Atlantique,Développeur,Finance,9/17/2021,241443.51,50914.37,CDI,292357.88
Colette du Techer,Femme,54,Zou,Technicien,Commercial,9/1/2024,445552.95,44677,CDI,490229.95
Benjamin Perez,Homme,47,Atlantique,Commercial,Finance,8/5/2022,283189.64,83049.62,Stage,366239.26
Catherine Maury de la Vincent,Homme,25,Zou,Commercial,Commercial,8/15/2016,365491.13,100106.17,CDI,465597.3
Franck Valentin,Femme,42,Couffo,Comptable,Finance,10/10/2021,197504.67,52785.09,Consultant,250289.76
Nathalie Bourgeois,Homme,55,Littoral,Chargé de clientèle,IT,8/22/2018,114098.06,8890.67,Consultant,122988.73
Capucine Delorme-Morel,Femme,30,Plateau,Manager,IT,2/13/2018,268436.14,25005.12,CDD,293441.26
Gilles Renard,Femme,39,Zou,Manager,Technique,12/26/2018,81257.11,7765.06,Consultant,89022.17
David Labbé,Homme,55,Ouémé,Commercial,Technique,4/23/2017,488775.92,145669.02,Stage,634444.94
Pierre Leroux,Femme,49,Donga,Commercial,RH,1/19/2024,212927.38,34274.58,CDD,247201.96000000002
Emmanuel Goncalves-Guyot,Homme,37,Collines,Développeur,Technique,12/6/2022,495022.19,121805.8,Stage,616827.99
Valérie Salmon,Homme,48,Mono,Chargé de clientèle,RH,4/6/2021,126483.62,1906.23,CDD,128389.84999999999
Lucas Pires de la Diaz,Homme,46,Ouémé,RH,Support,2/22/2024,415321.48,4232.34,CDI,419553.82
Andrée Huet,Homme,60,Donga,Commercial,Support,1/26/2024,253808.98,9617.47,CDI,263426.45
Théodore Courtois-Lelièvre,Femme,30,Alibori,Chargé de clientèle,Support,12/18/2020,96172.44,26320.87,CDI,122493.31
Monique Launay,Femme,26,Collines,Développeur,RH,12/3/2015,393540.23,101816.06,Consultant,495356.29
Christophe Lamy,Femme,34,Couffo,Technicien,Finance,7/11/2023,247908.45,57858.39,CDI,305766.84
Madeleine Bonnin Le Normand,Homme,52,Mono,Chargé de clientèle,Commercial,4/15/2023,196456.09,5402.91,CDI,201859
Hélène Leroy,Femme,31,Plateau,Développeur,Support,9/13/2023,365751.42,63559.29,Consultant,429310.70999999996
Margaud Aubry,Femme,27,Plateau,Chargé de clientèle,Technique,3/1/2018,170223.34,35181.02,CDI,205404.36
Caroline-Nath Guillot,Femme,40,Zou,Technicien,Technique,5/24/2024,321521.55,92709.83,Consultant,414231.38
Lorraine Faivre,Femme,57,Littoral,RH,Support,8/12/2024,358989.29,80373.25,Consultant,439362.54
Nathalie Breton,Homme,53,Littoral,Manager,Commercial,9/17/2024,485447.08,94786.39,CDD,580233.47
Gabriel Dumas,Homme,40,Littoral,Comptable,Support,4/21/2021,182305.02,11680.79,Consultant,193985.81
Emmanuelle-Marcelle Bruneau,Femme,55,Alibori,Commercial,Commercial,11/10/2022,472794.24,256.31,CDD,473050.55
Antoine Besnard,Femme,56,Littoral,Commercial,RH,3/5/2020,330808.25,28059.99,CDD,358868.24
Valérie Bernier,Homme,59,Littoral,Commercial,Technique,1/28/2018,464222.01,128128.07,Consultant,592350.0800000001
Valentine de Teixeira,Homme,23,Collines,Technicien,Commercial,11/24/2018,456370.19,68984.28,Consultant,525354.47
Anouk Duhamel,Homme,44,Alibori,RH,Technique,1/26/2018,496351.89,112983.98,Stage,609335.87
Marianne-Pénélope Rodrigues,Homme,58,Atlantique,Technicien,Support,10/28/2022,236523.85,62720.23,CDD,299244.08
Roland Boucher,Homme,24,Mono,Chargé de clientèle,Support,12/3/2023,427249.71,51272.13,Stage,478521.84
Bertrand du Laurent,Femme,53,Ouémé,Comptable,Support,12/11/2022,339204.76,92266.94,Consultant,431471.7
Michelle Gaillard,Femme,28,Alibori,Manager,Finance,9/19/2017,247187.52,59094.68,CDI,306282.2
Denis-Yves Roche,Femme,32,Mono,Technicien,Finance,4/25/2023,471508.69,84784.42,Stage,556293.11
Honoré Lenoir-Ramos,Homme,47,Borgou,Comptable,RH,6/15/2017,233548.46,23990.58,Consultant,257539.03999999998
Marc Salmon,Homme,37,Collines,Développeur,Support,12/12/2018,147732.5,10163.74,Stage,157896.24
Éric Blot,Homme,25,Alibori,Commercial,Support,5/15/2019,437182.65,73836.07,Stage,511018.72000000003
Jean Jacob Le Techer,Homme,35,Atlantique,RH,Support,8/6/2024,448876.09,130189.55,CDD,579065.64
Jacques Texier,Homme,41,Plateau,Chargé de clientèle,Finance,2/13/2018,356406.85,23559.05,CDI,379965.89999999997
Claude Duval,Homme,25,Couffo,RH,IT,6/21/2020,414173.72,53119.42,Stage,467293.13999999996
Élise Roussel,Femme,34,Ouémé,Développeur,Technique,8/1/2023,117444.85,10646.11,Stage,128090.96
Nicolas Schmitt,Homme,38,Littoral,RH,Technique,5/1/2018,429127.58,26731.85,CDI,455859.43
David Gillet,Homme,57,Alibori,Chargé de clientèle,Support,10/28/2017,312707.87,87328.81,CDI,400036.68
Bernard Cohen du Berthelot,Homme,51,Littoral,Chargé de clientèle,IT,1/7/2018,221926.46,50342.91,CDD,272269.37
Alfred Ferrand de Robert,Homme,28,Ouémé,Manager,Support,8/8/2018,402355.93,82039.78,Consultant,484395.70999999996
Françoise-Françoise Pages,Homme,41,Collines,Manager,RH,10/29/2022,88995.81,6430.84,CDD,95426.65
Marguerite Le Roux,Femme,49,Collines,Technicien,Commercial,1/19/2016,485025.01,132794.45,CDD,617819.46
Joséphine Da Costa,Homme,47,Borgou,Développeur,Finance,3/26/2017,195888.56,34292.71,Consultant,230181.27
Michel Martins,Homme,37,Mono,Manager,Finance,5/26/2021,300880.4,50024.05,CDI,350904.45
Claude Weiss,Homme,30,Collines,Manager,Support,9/24/2021,161850.22,24253.75,Stage,186103.97
Victoire Allain,Homme,56,Littoral,Chargé de clientèle,RH,9/18/2023,445972.98,14093.04,Stage,460066.01999999996
Daniel Fontaine,Femme,32,Littoral,RH,Finance,6/21/2021,360319.76,23426.93,CDD,383746.69
Léon Petit,Femme,29,Plateau,Comptable,RH,5/25/2019,395657.84,105155.14,CDI,500812.98000000004
Gilbert Jacquot-Lecoq,Homme,33,Borgou,RH,Support,4/28/2016,119217.05,13470.78,Stage,132687.83000000002
Édouard Martins,Homme,43,Donga,RH,IT,2/27/2017,159531.17,31521.78,Consultant,191052.95
Christelle Bruneau,Homme,58,Littoral,RH,RH,7/24/2019,221551.52,34319.78,CDD,255871.3
Eugène Bruneau-Klein,Femme,23,Alibori,RH,Commercial,9/15/2024,390080.9,51660.81,CDD,441741.71
Valérie Da Costa,Femme,22,Atacora,Technicien,RH,2/1/2019,463256.22,135623.24,CDD,598879.46
Martin-Émile Besnard,Femme,31,Mono,Développeur,Support,12/3/2023,435813.19,35672.36,Consultant,471485.55
Lucy Étienne,Femme,45,Borgou,Technicien,Support,1/18/2021,242597.47,35443.85,Consultant,278041.32
François Guillaume,Homme,26,Borgou,Chargé de clientèle,Technique,10/2/2019,411034.31,114503.63,CDI,525537.94
André Petit,Homme,38,Collines,Manager,Technique,5/31/2016,182435.95,17897.26,Consultant,200333.21000000002
Simone Perrot,Homme,60,Mono,Chargé de clientèle,Technique,5/17/2020,493569.85,84196.29,Consultant,577766.14
Isabelle Faivre,Homme,42,Plateau,Développeur,RH,2/9/2021,423828.58,31353.22,CDD,455181.80000000005
Daniel Le Hardy,Homme,24,Alibori,Commercial,Technique,11/7/2022,354333.97,80788.43,CDI,435122.39999999997
François Verdier,Femme,48,Mono,RH,Technique,9/18/2021,189566.53,34799.11,Stage,224365.64
Virginie Gérard,Homme,25,Mono,Commercial,Commercial,8/1/2017,115974.59,8982.67,CDD,124957.26
Noël Bertin,Femme,40,Donga,Développeur,Technique,9/21/2018,474761.13,126207.66,CDI,600968.79
Antoine Peron,Femme,26,Atacora,RH,Commercial,11/26/2020,387900.78,95345.4,CDD,483246.18000000005
Catherine Marin-Hernandez,Homme,44,Collines,Manager,Commercial,11/1/2015,274112.04,8603.12,Stage,282715.16
Capucine Leclerc-Gosselin,Femme,48,Plateau,Comptable,Commercial,11/28/2023,398627.87,93175.68,Consultant,491803.55
Arthur du Poulain,Femme,30,Alibori,Développeur,RH,11/4/2016,427865.58,96910.82,Stage,524776.4
Michèle-Anne Rossi,Homme,31,Couffo,Manager,Technique,7/29/2024,200821.79,41318.39,CDD,242140.18
Paul Vaillant,Femme,29,Ouémé,Chargé de clientèle,IT,1/3/2019,175961.09,49687.42,Consultant,225648.51
Thomas Coulon,Homme,44,Littoral,Technicien,Support,10/8/2023,394689.9,7006.76,CDD,401696.66000000003
Sophie Lesage Le Payet,Femme,36,Atacora,RH,IT,10/14/2017,207656.6,60657.41,Consultant,268314.01
Élise Peltier-Rolland,Homme,26,Donga,Chargé de clientèle,RH,8/25/2016,337020.47,51442.63,Stage,388463.1
Christine Bourgeois de la Guillet,Femme,36,Atlantique,RH,Commercial,11/19/2022,122698.62,4384.61,CDI,127083.23
Margaux Olivier,Femme,59,Ouémé,Commercial,RH,3/31/2022,426133.74,91588.55,CDD,517722.29
Richard Lecomte,Homme,47,Atlantique,Développeur,RH,5/15/2023,190826.9,31927.54,Stage,222754.44
Colette Menard Le Payet,Homme,45,Ouémé,RH,Support,10/4/2023,466145.23,73840.06,CDD,539985.29
Paul Camus,Homme,31,Couffo,RH,Support,6/26/2021,85741.18,13125.43,CDI,98866.60999999999
Raymond Rocher de Bodin,Femme,45,Atacora,Développeur,Finance,8/10/2019,230004.03,66388.69,CDI,296392.72
William Ollivier,Femme,22,Zou,Commercial,Commercial,6/22/2016,148694.25,39004.4,Consultant,187698.65
Grégoire-Michel Goncalves,Homme,49,Plateau,Comptable,Commercial,4/20/2021,298711.25,70141.01,Stage,368852.26
Alain Lagarde,Femme,54,Alibori,RH,Technique,8/15/2018,168946.81,47973.6,CDD,216920.41
Geneviève Schmitt-Monnier,Homme,26,Atacora,Technicien,Support,4/11/2024,136443.91,27085.21,CDI,163529.12
Margaud Fernandes,Femme,25,Atacora,Développeur,RH,7/6/2018,479448.72,33454.67,Consultant,512903.38999999996
Juliette Lebon du Le Roux,Homme,48,Ouémé,RH,IT,12/28/2023,266101.23,67403.06,CDI,333504.29
René Fabre,Femme,38,Ouémé,RH,IT,5/11/2022,98652.41,15471.52,CDD,114123.93000000001
Franck Rémy,Homme,51,Zou,Commercial,Finance,10/13/2023,432345.77,128091.98,Stage,560437.75
Michèle Alves,Femme,45,Atacora,Développeur,Support,2/20/2016,184891.61,13367.72,Consultant,198259.33
Thierry Mahe,Femme,59,Donga,Commercial,RH,5/23/2024,261341.57,57403.45,CDD,318745.02
Émile de Richard,Femme,39,Atlantique,RH,Commercial,9/10/2023,489396.7,31321.48,CDI,520718.18
Grégoire Vincent,Homme,60,Donga,Chargé de clientèle,Commercial,9/25/2016,430671,107765.96,CDI,538436.96
Adrienne Ledoux,Femme,60,Mono,Commercial,RH,7/13/2019,100980.87,5200.18,Consultant,106181.04999999999
Océane du Dos Santos,Femme,35,Plateau,Commercial,IT,6/22/2016,436325.78,88983.42,Consultant,525309.2000000001
Véronique Berthelot Le Leduc,Homme,51,Mono,Technicien,RH,5/27/2022,474517.39,76033.93,Consultant,550551.3200000001
Susanne Leclercq,Homme,41,Mono,Commercial,Technique,11/27/2021,328596.07,10623.55,Consultant,339219.62
Joséphine de la Toussaint,Femme,53,Atacora,Comptable,Support,12/2/2021,146416.92,17026,CDD,163442.92
Suzanne Guillaume,Homme,47,Zou,Développeur,Support,11/14/2017,256261.96,72986.77,CDI,329248.73
Henri Gilbert,Homme,36,Borgou,Développeur,Support,11/20/2015,372857.8,90544.77,Consultant,463402.57
Susan Baron,Femme,35,Donga,Technicien,Technique,1/13/2022,163883.9,7400.9,Stage,171284.8
Jeanne-Virginie Texier,Femme,37,Plateau,Commercial,IT,5/17/2019,215611.71,10766.92,CDI,226378.63
Renée Delaunay-Morel,Homme,57,Plateau,Commercial,RH,11/23/2023,484847.92,130233.95,CDI,615081.87
Alexandre Dupuis,Homme,40,Atacora,Développeur,Technique,9/6/2020,404618.77,33728.44,CDI,438347.21
Léon Descamps-Maury,Homme,31,Ouémé,RH,Finance,10/18/2016,105348.58,13897.45,CDD,119246.03
Lucy Pinto,Homme,57,Couffo,Comptable,RH,11/29/2020,134427.44,15927.82,CDD,150355.26
Alfred Simon,Femme,55,Littoral,Commercial,Finance,1/5/2019,161763.56,36881.44,Stage,198645
Laurence Grenier,Homme,40,Littoral,Développeur,Commercial,1/20/2020,410224.71,116576.86,Stage,526801.5700000001
Guillaume Chrétien,Homme,55,Donga,RH,RH,3/12/2021,196059.53,57381.17,Stage,253440.7
Jacqueline Marion,Homme,33,Atacora,Technicien,Technique,10/3/2022,160683.21,14948.93,Stage,175632.13999999998
Théophile Lenoir,Femme,44,Atlantique,Comptable,IT,1/6/2017,121406.18,18661.7,CDD,140067.88
Louise Lejeune,Femme,53,Alibori,Technicien,RH,6/13/2018,422879.42,87934.1,Stage,510813.52
Jeanne de Nguyen,Homme,36,Plateau,Technicien,Technique,7/24/2020,215933.14,28005.75,Stage,243938.89
Anne de Lagarde,Homme,23,Littoral,Manager,Support,1/30/2018,238523.83,29254.25,Consultant,267778.07999999996
Martin Dubois,Femme,29,Donga,Manager,RH,5/19/2016,280939.17,30351.08,Consultant,311290.25
Laure Vasseur,Femme,45,Littoral,Manager,IT,7/23/2023,390967.1,71868,CDD,462835.1
Pénélope Lemaître de la Blanchet,Femme,60,Atlantique,Comptable,Commercial,10/7/2022,401772.37,77830.27,CDD,479602.64
Philippine Marchal,Homme,46,Borgou,Technicien,Support,1/18/2017,411553.25,101088.84,CDI,512642.08999999997
Lucy-Camille Valette,Homme,23,Littoral,Comptable,IT,8/24/2019,147349.19,2137.07,CDI,149486.26
Margot Perrier du Buisson,Homme,40,Borgou,Chargé de clientèle,RH,2/28/2017,133534.12,7147.89,Stage,140682.01
Michel Bertrand,Homme,57,Alibori,Comptable,IT,5/24/2022,167385.57,46145.67,Consultant,213531.24
Anastasie Lagarde,Homme,49,Zou,Comptable,Support,4/5/2016,383536.26,7530.1,Consultant,391066.36
Antoine Maillard-Navarro,Femme,37,Borgou,Comptable,RH,9/4/2016,487000.29,56282.74,CDI,543283.03
Colette Barthelemy Le Guillou,Homme,37,Atlantique,RH,Finance,1/9/2018,458503.88,89003.47,CDI,547507.35
Nicolas Mahe-Tanguy,Femme,34,Alibori,Commercial,RH,5/23/2019,287608.99,5425.02,Stage,293034.01
Théophile Roche,Femme,38,Couffo,RH,Commercial,11/13/2020,257719.86,63282.74,Consultant,321002.6
Gilbert-Gilbert Cohen,Homme,27,Plateau,Comptable,Finance,2/15/2016,493685.59,127090.27,CDD,620775.86
Georges Tessier,Femme,50,Collines,Comptable,Support,12/30/2015,157382.64,15365.58,Stage,172748.22
Stéphane Morvan,Femme,33,Littoral,RH,IT,8/6/2017,288151.07,69161.64,Stage,357312.71
Élise Launay,Femme,26,Mono,Comptable,Finance,2/26/2022,399209.73,48543.69,Consultant,447753.42
Guy Alexandre,Femme,28,Borgou,Développeur,Commercial,4/9/2022,380322.7,4004.97,Consultant,384327.67
Philippe Gérard de la Gomez,Homme,33,Alibori,Chargé de clientèle,Technique,1/24/2020,362622.64,22384.2,CDD,385006.84
Susanne Normand,Homme,28,Alibori,Comptable,Commercial,2/24/2018,376421.9,54604.62,CDI,431026.52
Aurore Bouchet,Homme,41,Atacora,RH,RH,5/21/2021,162499.01,46011.5,Stage,208510.51
Emmanuelle Gillet,Homme,40,Collines,Comptable,RH,2/2/2023,468101.61,51000.95,CDD,519102.56
Aurore Fontaine-Fontaine,Homme,39,Atacora,Commercial,Commercial,8/17/2022,165730.13,46592.69,Consultant,212322.82
